Species,Longitude,Latitude,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
occidentalis,-119.81417,39.479717,99,177,45,7202,318,-69,387,10,194,194,10,233,38,8,48,99,28,28,99
occidentalis,-119.81145,34.504585,141,127,52,4122,276,32,244,97,192,198,95,630,133,0,97,370,2,11,354
occidentalis,-119.81075,39.20347,86,171,45,6888,298,-74,372,3,178,178,3,348,58,10,55,156,36,36,156
occidentalis,-119.80966,37.90945,96,145,45,6293,282,-37,319,24,180,180,24,979,170,5,77,473,30,38,473
occidentalis,-119.808556,34.54292,150,130,52,4067,283,37,246,106,200,205,102,568,121,0,96,336,2,9,320
occidentalis,-119.80523,39.51087,101,176,45,7221,320,-66,386,12,193,197,12,223,36,8,47,93,27,28,93
occidentalis,-119.7997,36.862206,168,156,45,6794,368,23,345,99,255,255,82,293,54,0,81,153,3,3,145
occidentalis,-119.797844,38.796185,73,153,44,6594,268,-73,341,5,162,162,-4,608,101,12,64,279,47,47,277
occidentalis,-119.79733,38.850082,85,163,45,6731,288,-69,357,12,175,175,5,478,80,11,62,217,41,41,216
occidentalis,-119.7941,38.34157,54,139,44,6163,233,-79,312,-16,137,137,-16,875,149,12,70,409,50,50,409
occidentalis,-119.79395,37.92868,109,147,45,6415,297,-26,323,35,194,195,35,942,160,5,76,450,29,35,450
occidentalis,-119.79053,37.96591,83,144,45,6241,266,-51,317,11,166,166,11,905,157,7,74,434,35,35,434
occidentalis,-119.7891,34.543434,146,131,51,4236,284,32,252,100,199,204,97,604,129,0,97,358,2,10,342
occidentalis,-119.7875,38.725277,85,157,44,6731,286,-65,351,14,176,176,6,530,88,12,62,242,44,44,241
occidentalis,-119.78548,37.97021,83,144,45,6241,266,-51,317,11,166,166,11,905,157,7,74,434,35,35,434
occidentalis,-119.78432,37.95725,93,145,45,6261,277,-41,318,21,176,176,21,915,157,6,75,437,33,33,437
occidentalis,-119.783,39.533,103,177,45,7290,325,-64,389,14,196,201,14,209,33,7,45,87,26,27,87
occidentalis,-119.783,39.333,88,177,46,7088,306,-78,384,2,183,183,2,284,47,9,51,124,34,34,124
occidentalis,-119.78259,37.94575,93,145,45,6261,277,-41,318,21,176,176,21,915,157,6,75,437,33,33,437
occidentalis,-119.7825,37.94674,93,145,45,6261,277,-41,318,21,176,176,21,915,157,6,75,437,33,33,437
occidentalis,-119.78164,35.349934,151,160,47,6211,343,5,338,87,232,232,76,398,74,0,85,217,4,4,204
occidentalis,-119.7812,37.0379,166,160,45,6773,370,20,350,96,252,252,81,375,68,0,81,191,4,4,186
occidentalis,-119.78106,37.94767,93,145,45,6261,277,-41,318,21,176,176,21,915,157,6,75,437,33,33,437
occidentalis,-119.7805,42.399326,37,148,43,6584,239,-102,341,-31,125,125,-39,439,51,16,29,144,61,74,131
occidentalis,-119.77986,38.69416,84,157,44,6722,283,-66,349,13,174,174,4,551,92,11,65,253,43,43,253
occidentalis,-119.77736,39.38056,95,179,46,7180,315,-74,389,7,186,190,7,239,39,8,49,102,29,30,102
occidentalis,-119.77182,36.76615,169,154,44,6831,367,24,343,100,255,255,82,280,53,0,81,149,3,3,140
occidentalis,-119.771385,36.747776,169,153,44,6841,366,24,342,100,256,256,82,272,52,0,83,146,3,3,137
occidentalis,-119.77048,34.463413,150,125,54,3682,272,42,230,110,195,200,107,547,119,0,99,329,2,8,315
occidentalis,-119.7675,39.35528,91,178,45,7141,310,-77,387,4,186,186,4,263,43,9,51,114,32,32,114
occidentalis,-119.76609,39.169586,98,183,47,7032,317,-69,386,12,192,192,12,263,44,8,56,119,29,29,119
occidentalis,-119.76555,39.160213,97,182,47,7020,315,-70,385,11,190,190,11,272,46,8,56,123,30,30,123
occidentalis,-119.76234,34.631226,134,129,49,4656,281,21,260,84,193,198,82,653,133,0,94,373,4,14,358
occidentalis,-119.76175,34.04877,148,102,60,2450,232,63,169,120,173,181,120,436,96,0,99,261,1,4,256
occidentalis,-119.7594,36.4183,170,155,45,6842,365,21,344,101,256,256,82,217,42,0,81,119,2,2,110
occidentalis,-119.75091,37.70321,125,152,45,6525,318,-14,332,49,211,212,49,915,161,4,78,450,21,27,450
occidentalis,-119.75067,37.70265,125,152,45,6525,318,-14,332,49,211,212,49,915,161,4,78,450,21,27,450
occidentalis,-119.75,39.583,104,176,45,7361,325,-65,390,13,197,202,13,198,31,8,43,80,27,28,80
occidentalis,-119.75,39.566,104,176,45,7361,325,-65,390,13,197,202,13,198,31,8,43,80,27,28,80
occidentalis,-119.74863,38.00601,58,139,45,6037,235,-72,307,-10,139,139,-10,864,151,10,71,411,42,42,411
occidentalis,-119.748245,34.6084,122,122,48,4670,267,15,252,72,181,187,72,688,134,0,92,384,4,15,384
occidentalis,-119.7473,37.78118,65,136,45,5885,239,-60,299,-1,143,144,-1,954,169,8,75,462,35,45,462
occidentalis,-119.74529,38.311584,51,140,44,6152,229,-84,313,-20,133,133,-20,809,138,13,68,376,50,50,376
occidentalis,-119.74478,37.70284,112,149,45,6393,302,-23,325,38,197,198,38,968,170,5,78,472,25,32,472
occidentalis,-119.740555,37.75083,65,136,45,5885,239,-60,299,-1,143,144,-1,954,169,8,75,462,35,45,462
occidentalis,-119.73695,37.71413,92,144,45,6180,275,-39,314,26,174,175,21,976,173,6,77,476,30,37,475
occidentalis,-119.73676,37.71417,92,144,45,6180,275,-39,314,26,174,175,21,976,173,6,77,476,30,37,475
occidentalis,-119.73659,37.7141,92,144,45,6180,275,-39,314,26,174,175,21,976,173,6,77,476,30,37,475
occidentalis,-119.73637,37.71375,92,144,45,6180,275,-39,314,26,174,175,21,976,173,6,77,476,30,37,475
occidentalis,-119.73624,37.71384,92,144,45,6180,275,-39,314,26,174,175,21,976,173,6,77,476,30,37,475
occidentalis,-119.73504,38.00404,58,139,45,6037,235,-72,307,-10,139,139,-10,864,151,10,71,411,42,42,411
occidentalis,-119.73406,34.003105,144,103,58,2648,236,59,177,115,173,181,115,474,104,0,100,282,1,5,282
occidentalis,-119.73378,37.70568,112,149,45,6393,302,-23,325,38,197,198,38,968,170,5,78,472,25,32,472
occidentalis,-119.73333,34.00111,144,103,58,2648,236,59,177,115,173,181,115,474,104,0,100,282,1,5,282
occidentalis,-119.73329,34.004307,144,103,58,2648,236,59,177,115,173,181,115,474,104,0,100,282,1,5,282
occidentalis,-119.73315,37.70403,112,149,45,6393,302,-23,325,38,197,198,38,968,170,5,78,472,25,32,472
occidentalis,-119.73243,38.01128,58,139,45,6037,235,-72,307,-10,139,139,-10,864,151,10,71,411,42,42,411
occidentalis,-119.72923,38.01082,58,139,45,6037,235,-72,307,-10,139,139,-10,864,151,10,71,411,42,42,411
occidentalis,-119.72839,38.01339,58,139,45,6037,235,-72,307,-10,139,139,-10,864,151,10,71,411,42,42,411
occidentalis,-119.72777,39.37122,92,177,45,7188,312,-76,388,4,188,188,4,253,41,9,47,108,32,32,108
occidentalis,-119.72763,37.95932,74,143,45,6172,256,-59,315,3,157,157,3,873,152,8,74,418,37,37,418
occidentalis,-119.72754,38.73517,71,153,44,6625,266,-76,342,2,160,160,-7,575,95,13,62,261,48,48,259
occidentalis,-119.72719,37.68578,112,149,45,6393,302,-23,325,38,197,198,38,968,170,5,78,472,25,32,472
occidentalis,-119.72659,37.090996,160,155,44,6769,360,15,345,90,248,248,77,519,95,1,81,263,6,6,259
occidentalis,-119.72621,40.496437,109,171,43,7649,336,-59,395,21,206,211,15,230,32,7,40,89,28,32,87
occidentalis,-119.72446,37.95908,74,143,45,6172,256,-59,315,3,157,157,3,873,152,8,74,418,37,37,418
occidentalis,-119.72144,37.090637,160,155,44,6769,360,15,345,90,248,248,77,519,95,1,81,263,6,6,259
occidentalis,-119.71996,37.72286,92,144,45,6180,275,-39,314,26,174,175,21,976,173,6,77,476,30,37,475
occidentalis,-119.71974,37.72348,92,144,45,6180,275,-39,314,26,174,175,21,976,173,6,77,476,30,37,475
occidentalis,-119.71942,37.72386,92,144,45,6180,275,-39,314,26,174,175,21,976,173,6,77,476,30,37,475
occidentalis,-119.71934,37.72403,92,144,45,6180,275,-39,314,26,174,175,21,976,173,6,77,476,30,37,475
occidentalis,-119.71867,37.72286,92,144,45,6180,275,-39,314,26,174,175,21,976,173,6,77,476,30,37,475
occidentalis,-119.71779,37.95564,91,145,45,6286,275,-44,319,18,174,175,18,881,150,7,74,419,34,40,419
occidentalis,-119.71672,34.903904,137,139,48,5279,301,13,288,81,205,209,77,585,115,0,91,328,4,14,312
occidentalis,-119.71667,34.016666,144,103,58,2648,236,59,177,115,173,181,115,474,104,0,100,282,1,5,282
occidentalis,-119.7166,39.533,105,178,45,7367,327,-64,391,14,198,203,14,199,31,7,44,81,26,27,81
occidentalis,-119.71574,37.49938,121,151,45,6402,314,-15,329,47,206,207,47,972,176,3,80,487,19,26,487
occidentalis,-119.71199,39.57264,104,176,45,7361,325,-65,390,13,197,202,13,198,31,8,43,80,27,28,80
occidentalis,-119.711945,34.450832,156,116,56,3089,258,54,204,122,191,197,118,453,102,0,101,280,2,5,269
occidentalis,-119.71124,37.72374,92,144,45,6180,275,-39,314,26,174,175,21,976,173,6,77,476,30,37,475
occidentalis,-119.70854,37.01781,166,160,45,6774,370,21,349,97,253,253,82,380,69,0,83,194,3,3,189
occidentalis,-119.7075,34.469723,137,125,51,4277,274,29,245,91,190,197,90,649,137,0,96,380,2,11,367
occidentalis,-119.70665,34.42774,156,118,56,3198,263,54,209,120,193,199,117,470,106,0,99,290,2,6,279
occidentalis,-119.706154,34.00423,149,101,60,2408,233,65,168,122,174,181,121,413,93,0,100,248,1,3,245
occidentalis,-119.705925,37.65556,76,139,46,5922,253,-49,302,13,155,156,10,984,177,6,77,485,30,40,482
occidentalis,-119.70528,34.475,137,125,51,4277,274,29,245,91,190,197,90,649,137,0,96,380,2,11,367
occidentalis,-119.70514,39.37411,83,169,44,7163,301,-79,380,-2,177,180,-2,303,47,10,48,128,37,38,128
occidentalis,-119.70367,37.7176,86,143,45,6129,269,-44,313,21,168,169,17,945,167,6,77,459,30,38,459
occidentalis,-119.70352,39.38401,83,169,44,7228,301,-81,382,-3,177,181,-3,295,46,10,48,124,36,38,124
occidentalis,-119.70279,34.033665,149,101,60,2408,233,65,168,122,174,181,121,413,93,0,100,248,1,3,245
occidentalis,-119.702255,34.03285,149,101,60,2408,233,65,168,122,174,181,121,413,93,0,100,248,1,3,245
occidentalis,-119.70118,34.033813,149,101,60,2408,233,65,168,122,174,181,121,413,93,0,100,248,1,3,245
occidentalis,-119.70118,34.03381,149,101,60,2408,233,65,168,122,174,181,121,413,93,0,100,248,1,3,245
occidentalis,-119.7,39.583,98,175,44,7378,319,-72,391,8,192,196,8,196,31,8,42,78,27,28,78
occidentalis,-119.7,39.533,97,176,45,7377,318,-73,391,7,191,196,7,201,31,8,43,81,28,30,81
occidentalis,-119.69908,38.90292,96,182,46,7086,314,-74,388,9,190,190,9,279,45,9,50,119,33,33,119
occidentalis,-119.69778,39.53639,97,176,45,7377,318,-73,391,7,191,196,7,201,31,8,43,81,28,30,81
occidentalis,-119.69722,34.420834,156,118,56,3198,263,54,209,120,193,199,117,470,106,0,99,290,2,6,279
occidentalis,-119.6972,34.4208,156,118,56,3198,263,54,209,120,193,199,117,470,106,0,99,290,2,6,279
occidentalis,-119.697,34.421,156,118,56,3198,263,54,209,120,193,199,117,470,106,0,99,290,2,6,279
occidentalis,-119.69544,40.074207,112,169,43,7517,333,-53,386,20,209,213,20,234,34,7,45,94,26,29,94
occidentalis,-119.693565,37.12828,157,153,44,6768,355,13,342,87,245,245,76,592,109,1,82,301,7,7,298
occidentalis,-119.69038,34.01983,149,101,60,2408,233,65,168,122,174,181,121,413,93,0,100,248,1,3,245
occidentalis,-119.68947,34.412727,157,111,57,2827,253,61,192,126,189,195,122,431,99,0,103,269,2,5,260
occidentalis,-119.68614,34.020382,149,101,60,2408,233,65,168,122,174,181,121,413,93,0,100,248,1,3,245
occidentalis,-119.68594,34.01959,149,101,60,2408,233,65,168,122,174,181,121,413,93,0,100,248,1,3,245
occidentalis,-119.68587,34.02006,149,101,60,2408,233,65,168,122,174,181,121,413,93,0,100,248,1,3,245
occidentalis,-119.68433,34.020935,149,101,60,2408,233,65,168,122,174,181,121,413,93,0,100,248,1,3,245
occidentalis,-119.6833,39.9,92,167,43,7405,310,-74,384,2,188,191,2,226,33,9,40,86,31,34,86
occidentalis,-119.68242,34.003387,149,101,60,2408,233,65,168,122,174,181,121,413,93,0,100,248,1,3,245
occidentalis,-119.681946,34.466667,137,125,51,4277,274,29,245,91,190,197,90,649,137,0,96,380,2,11,367
occidentalis,-119.68092,34.018234,149,101,60,2408,233,65,168,122,174,181,121,413,93,0,100,248,1,3,245
occidentalis,-119.68046,34.481983,137,125,51,4277,274,29,245,91,190,197,90,649,137,0,96,380,2,11,367
occidentalis,-119.67988,39.5297,97,176,45,7377,318,-73,391,7,191,196,7,201,31,8,43,81,28,30,81
occidentalis,-119.6775,34.69611,105,115,46,4854,251,3,248,53,167,173,53,743,140,1,89,397,8,20,397
occidentalis,-119.676575,34.695713,105,115,46,4854,251,3,248,53,167,173,53,743,140,1,89,397,8,20,397
occidentalis,-119.675835,37.545834,106,147,45,6270,293,-27,320,40,189,190,34,1012,183,4,79,503,24,32,500
occidentalis,-119.6746,37.92791,95,148,45,6386,283,-43,326,20,180,180,20,846,145,7,74,403,33,33,403
occidentalis,-119.67191,37.54314,106,147,45,6270,293,-27,320,40,189,190,34,1012,183,4,79,503,24,32,500
occidentalis,-119.6667,39.35,83,169,44,7163,301,-79,380,-2,177,180,-2,303,47,10,48,128,37,38,128
occidentalis,-119.66556,34.67389,94,111,45,4857,239,-7,246,43,156,163,43,782,146,2,87,411,10,23,411
occidentalis,-119.6625,37.009724,165,156,45,6814,366,20,346,95,253,253,81,441,81,0,82,227,5,5,219
occidentalis,-119.66139,37.538334,105,147,46,6206,292,-27,319,40,187,189,34,1014,185,4,80,508,23,31,503
occidentalis,-119.66129,37.91699,69,141,45,6120,248,-64,312,-2,150,150,-2,823,142,9,72,391,38,38,391
occidentalis,-119.65948,37.91682,69,141,45,6120,248,-64,312,-2,150,150,-2,823,142,9,72,391,38,38,391
occidentalis,-119.65889,34.43833,156,119,55,3260,266,53,213,120,194,200,116,472,106,0,100,290,2,6,280
occidentalis,-119.65644,37.53854,105,147,46,6206,292,-27,319,40,187,189,34,1014,185,4,80,508,23,31,503
occidentalis,-119.65627,37.91615,60,138,45,5956,235,-69,304,-8,139,140,-8,842,147,10,72,401,40,48,401
occidentalis,-119.655304,34.69972,94,111,45,4857,239,-7,246,43,156,163,43,782,146,2,87,411,10,23,411
occidentalis,-119.6548,37.53831,105,147,46,6206,292,-27,319,40,187,189,34,1014,185,4,80,508,23,31,503
occidentalis,-119.65469,37.53948,105,147,46,6206,292,-27,319,40,187,189,34,1014,185,4,80,508,23,31,503
occidentalis,-119.65417,34.7025,94,111,45,4857,239,-7,246,43,156,163,43,782,146,2,87,411,10,23,411
occidentalis,-119.6534,37.91721,69,141,45,6120,248,-64,312,-2,150,150,-2,823,142,9,72,391,38,38,391
occidentalis,-119.65,39.6333,91,171,43,7392,311,-78,389,2,187,190,2,204,31,9,38,78,30,32,78
occidentalis,-119.65,39.5,94,176,44,7373,316,-77,393,4,188,193,4,208,32,9,41,83,30,31,83
occidentalis,-119.64907,33.98905,143,105,57,2776,239,57,182,112,173,181,112,494,107,0,98,291,2,6,291
occidentalis,-119.64852,39.310154,79,164,43,7172,294,-80,374,-5,173,176,-5,346,53,11,49,145,41,43,145
occidentalis,-119.64852,39.31015,79,164,43,7172,294,-80,374,-5,173,176,-5,346,53,11,49,145,41,43,145
occidentalis,-119.64571,34.69648,94,111,45,4857,239,-7,246,43,156,163,43,782,146,2,87,411,10,23,411
occidentalis,-119.64562,37.546555,91,142,45,6065,272,-38,310,27,171,173,22,988,178,5,78,491,26,35,487
occidentalis,-119.64403,37.91627,60,138,45,5956,235,-69,304,-8,139,140,-8,842,147,10,72,401,40,48,401
occidentalis,-119.64361,40.44417,105,170,43,7642,330,-63,393,17,202,207,11,224,30,7,38,84,28,33,82
occidentalis,-119.64217,37.91671,69,141,45,6120,248,-64,312,-2,150,150,-2,823,142,9,72,391,38,38,391
occidentalis,-119.64195,37.91747,69,141,45,6120,248,-64,312,-2,150,150,-2,823,142,9,72,391,38,38,391
occidentalis,-119.64165,37.54785,91,142,45,6065,272,-38,310,27,171,173,22,988,178,5,78,491,26,35,487
occidentalis,-119.63849,39.95237,92,167,43,7457,311,-75,386,2,189,192,2,222,32,9,38,84,31,34,84
occidentalis,-119.63819,39.8917,95,168,43,7447,314,-72,386,5,191,195,5,220,32,9,38,83,31,34,83
occidentalis,-119.63595,34.697063,94,111,45,4857,239,-7,246,43,156,163,43,782,146,2,87,411,10,23,411
occidentalis,-119.632324,34.69796,94,111,45,4857,239,-7,246,43,156,163,43,782,146,2,87,411,10,23,411
occidentalis,-119.63136,39.941113,92,167,43,7457,311,-75,386,2,189,192,2,222,32,9,38,84,31,34,84
occidentalis,-119.63111,34.43667,156,119,55,3260,266,53,213,120,194,200,116,472,106,0,100,290,2,6,280
occidentalis,-119.62891,34.49962,136,125,50,4371,276,27,249,89,191,197,88,661,140,0,96,386,3,12,374
occidentalis,-119.6256,39.5297,99,177,44,7396,321,-73,394,8,193,198,8,195,30,8,40,77,28,30,77
occidentalis,-119.62457,37.9193,84,148,45,6307,270,-54,324,10,168,168,10,783,134,8,72,371,35,35,371
occidentalis,-119.6166,39.516,101,179,45,7480,325,-71,396,10,196,201,10,185,27,8,38,72,28,29,72
occidentalis,-119.61261,39.974102,118,170,43,7572,339,-49,388,26,215,219,26,225,33,7,45,91,26,29,91
occidentalis,-119.60366,37.70912,92,145,45,6273,278,-42,320,20,176,176,20,891,156,7,76,432,30,38,432
occidentalis,-119.6035,37.729683,92,145,45,6273,278,-42,320,20,176,176,20,891,156,7,76,432,30,38,432
occidentalis,-119.60287,37.724365,92,145,45,6273,278,-42,320,20,176,176,20,891,156,7,76,432,30,38,432
occidentalis,-119.60083,39.95237,111,170,43,7545,332,-57,389,19,208,212,19,218,31,8,40,85,28,31,85
occidentalis,-119.60039,39.951794,111,170,43,7545,332,-57,389,19,208,212,19,218,31,8,40,85,28,31,85
occidentalis,-119.59917,34.708057,103,114,45,4968,251,1,250,50,167,174,50,729,137,1,89,387,8,20,387
occidentalis,-119.59858,37.75037,62,138,45,5912,237,-65,302,-4,141,142,-4,853,150,9,73,410,37,46,410
occidentalis,-119.59853,37.730606,92,145,45,6273,278,-42,320,20,176,176,20,891,156,7,76,432,30,38,432
occidentalis,-119.59821,37.736687,92,145,45,6273,278,-42,320,20,176,176,20,891,156,7,76,432,30,38,432
occidentalis,-119.5975,34.774445,114,121,46,5142,269,6,263,60,181,187,60,675,127,1,88,364,7,18,364
occidentalis,-119.59547,37.82693,53,135,45,5839,225,-72,297,-12,131,132,-12,834,146,10,72,398,40,49,398
occidentalis,-119.59417,37.93151,84,148,45,6307,270,-54,324,10,168,168,10,783,134,8,72,371,35,35,371
occidentalis,-119.59299,37.83812,43,131,45,5754,211,-80,291,-20,120,121,-20,838,146,12,71,396,44,54,396
occidentalis,-119.591,37.7349,92,145,45,6273,278,-42,320,20,176,176,20,891,156,7,76,432,30,38,432
occidentalis,-119.58933,39.237804,103,187,46,7347,329,-72,401,13,196,202,13,192,29,8,40,78,28,29,78
occidentalis,-119.58712,34.018013,146,105,58,2648,239,60,179,117,175,183,117,455,102,0,102,272,1,4,272
occidentalis,-119.585976,40.117367,116,171,43,7629,339,-52,391,30,213,218,23,222,32,7,43,87,26,29,87
occidentalis,-119.58398,37.9313,84,148,45,6307,270,-54,324,10,168,168,10,783,134,8,72,371,35,35,371
occidentalis,-119.58356,41.560223,66,158,42,7205,280,-90,370,-14,159,162,-20,330,39,11,30,111,45,55,101
occidentalis,-119.58319,41.55947,66,159,42,7226,281,-90,371,-14,160,163,-21,324,38,11,29,108,45,55,98
occidentalis,-119.583,39.516,88,173,44,7444,310,-81,391,-1,184,188,-1,226,33,10,39,87,34,36,87
occidentalis,-119.58216,34.416626,159,118,57,3037,263,58,205,126,194,200,122,410,94,0,100,253,2,5,247
occidentalis,-119.57777,38.63673,81,167,45,6925,287,-79,366,-3,174,174,-3,398,64,12,54,173,43,43,173
occidentalis,-119.57359,37.72937,88,145,45,6242,273,-46,319,23,171,172,16,858,151,7,75,416,30,38,416
occidentalis,-119.57357,37.72652,88,145,45,6242,273,-46,319,23,171,172,16,858,151,7,75,416,30,38,416
occidentalis,-119.57333,40.30332,88,167,42,7534,310,-79,389,4,185,189,-3,229,29,9,32,80,33,38,79
occidentalis,-119.57322,37.72716,88,145,45,6242,273,-46,319,23,171,172,16,858,151,7,75,416,30,38,416
occidentalis,-119.57315,34.04118,149,104,59,2561,238,63,175,120,176,184,120,428,97,0,101,256,1,4,254
occidentalis,-119.57286,37.729,88,145,45,6242,273,-46,319,23,171,172,16,858,151,7,75,416,30,38,416
occidentalis,-119.57265,37.73066,88,145,45,6242,273,-46,319,23,171,172,16,858,151,7,75,416,30,38,416
occidentalis,-119.57257,37.730618,88,145,45,6242,273,-46,319,23,171,172,16,858,151,7,75,416,30,38,416
occidentalis,-119.57091,37.93101,76,147,45,6270,260,-62,322,2,159,159,2,746,129,9,71,354,37,37,354
occidentalis,-119.57,37.7332,88,145,45,6242,273,-46,319,23,171,172,16,858,151,7,75,416,30,38,416
occidentalis,-119.56555,34.752224,121,124,45,5253,279,8,271,65,189,194,64,641,121,1,89,350,6,17,338
occidentalis,-119.56374,39.92368,118,172,43,7623,340,-51,391,25,215,220,25,218,31,7,42,86,26,29,86
occidentalis,-119.56297,37.92863,76,147,45,6270,260,-62,322,2,159,159,2,746,129,9,71,354,37,37,354
occidentalis,-119.56218,37.73067,88,145,45,6242,273,-46,319,23,171,172,16,858,151,7,75,416,30,38,416
occidentalis,-119.56042,37.93109,76,147,45,6270,260,-62,322,2,159,159,2,746,129,9,71,354,37,37,354
occidentalis,-119.55998,37.74059,88,145,45,6242,273,-46,319,23,171,172,16,858,151,7,75,416,30,38,416
occidentalis,-119.5588,37.76022,61,138,45,5903,236,-66,302,-5,140,141,-5,824,145,9,73,395,37,46,395
occidentalis,-119.55839,37.73849,88,145,45,6242,273,-46,319,23,171,172,16,858,151,7,75,416,30,38,416
occidentalis,-119.55835,37.76014,61,138,45,5903,236,-66,302,-5,140,141,-5,824,145,9,73,395,37,46,395
occidentalis,-119.55817,37.76508,61,138,45,5903,236,-66,302,-5,140,141,-5,824,145,9,73,395,37,46,395
occidentalis,-119.55691,37.93106,76,147,45,6270,260,-62,322,2,159,159,2,746,129,9,71,354,37,37,354
occidentalis,-119.555756,40.0139,117,171,43,7635,339,-51,390,24,215,220,24,218,31,7,42,86,26,29,86
occidentalis,-119.55475,41.25325,65,159,42,7274,282,-92,374,-14,160,163,-21,315,37,11,30,106,43,53,97
occidentalis,-119.554085,34.04817,153,102,61,2298,234,69,165,127,177,184,126,364,86,0,102,222,1,2,220
occidentalis,-119.55374,37.74636,88,145,45,6242,273,-46,319,23,171,172,16,858,151,7,75,416,30,38,416
occidentalis,-119.55295,37.93647,76,147,45,6270,260,-62,322,2,159,159,2,746,129,9,71,354,37,37,354
